,Sars,Mers,Iv,Eb
IL7,5.6948332355439735e-06,4.2120625135424566e-06,7.753582322119998e-05,8.347782643468673e-05
KCNK4,2.2907957739015683e-06,,,4.1687894093249665e-06
EAF1,2.4124211754405455e-06,,0.0,
APOL6,0.0002640420737477845,3.611588570828237e-05,0.0003389525778436283,9.19427783548941e-05
EGR1,0.001034825819466731,0.009548307441184067,0.00014140527350650606,0.00023365254863295658
NFU1,0.0,,,0.0
ADAR,1.6372843034909783e-05,1.454963321198633e-06,0.0,
MLLT4,0.0,,,0.0
F10,1.4380515416198912e-05,3.2068892422610086e-05,,0.0
CORT,6.792307693049143e-07,3.0370258045548666e-06,8.063861369771226e-06,0.0
SCN8A,2.858790953575548e-06,4.0918178562594835e-05,0.0,4.413262820259622e-06
PIK3R2,2.9610134321912077e-07,,,
KCNJ15,0.0,1.034212664163113e-06,9.270011404781156e-05,1.6385214351994528e-05
ZZEF1,2.5049641542687415e-06,,,
SLC25A36,5.842213927711359e-07,2.00100017898999e-06,0.0,
SLC22A15,0.0,,,
KATNAL1,1.8187618868541047e-06,1.0022402912245474e-06,1.519971066662839e-05,0.0035806952082963577
SCML2,4.7588859596076e-05,,,
DUSP1,0.0019274226120909524,0.0013394678779171743,0.00020773065964894226,0.0024956365930437195
TRO,7.713863621094935e-05,7.426604735789087e-07,,
FRS2,1.881696252383874e-05,,1.5124707544472894e-05,
TAF3,0.0,0.0,5.044239721911452e-06,0.0
ATP2A3,2.2540738079353438e-05,9.501065354285835e-06,,
BZRAP1,1.2838204154833624e-05,,0.0,
SEL1L,0.0,0.0,2.475708362559382e-05,0.0
SLC30A1,5.899725269423602e-08,0.0,,
UBE2W,8.035002531265057e-06,,,
PLCB1,0.0,2.4983912634679694e-06,1.0846176299965735e-05,6.777017220307556e-06
PCDHB13,1.0604508121026287e-05,1.666071099047355e-05,9.77327050062435e-07,
TRIM35,2.7460356547052566e-06,,,
LAG3,4.199698312400573e-06,1.9451171346683318e-06,0.0002912954433552757,0.0
UBE2V2,0.0,,,
CCDC40,1.2997137379333352e-06,,,
PER1,0.0007259299467901893,4.751110175773113e-05,,
TOP2A,0.0,6.391277550001787e-05,0.020060031508898346,
UNC5CL,1.655713274993814e-06,,,
TLE4,1.0820827542328068e-05,1.189185531323089e-06,,
CASZ1,0.0,,,0.0
CPXM2,0.0033196516683100525,1.684485271075558e-06,,
PTPRG,0.0004224089279619996,0.0,,1.2556866766888085e-06
L1CAM,1.5149974592994244e-05,0.0,,
TICAM1,9.249429729451099e-06,0.0,2.814255272752866e-05,2.2297621969056164e-05
INTS1,5.815122038116206e-07,,3.986975603203416e-06,4.42822175250406e-05
ATHL1,0.0,1.8863059683239662e-05,,
PNPT1,0.00022300263060019977,2.8778295814322966e-05,1.815783236135803e-05,8.420657685538817e-06
ABLIM3,0.0,0.0,,0.0
COL23A1,0.0,1.8957561514678577e-05,0.07286726260856363,0.001312573118815882
TM4SF1,0.0,9.480060382606542e-05,0.00014077740288595975,0.0
FGF12,0.0,,,
KCNQ5,5.76911468182481e-07,0.0,,
SEMA3A,5.8055360047266995e-06,0.0,2.7698128585819248e-06,
BTBD11,2.428744932015053e-06,,,
SOX10,9.12192683326457e-06,0.0,0.0,
CYP20A1,0.0,2.818063578351962e-07,3.834636161440836e-06,2.5853803847383284e-06
NDUFS4,5.057759074598621e-06,,,
MEF2D,0.0,1.100933128696328e-06,0.0,0.00014678325314906954
PCSK4,7.286416909282459e-07,,3.386723728365081e-06,0.0
CPEB2,0.0003150989564395118,5.901437571374042e-06,,6.777017220307556e-06
HAGHL,0.00026582782976299584,,,
TRAK2,8.402316736638072e-08,,,1.4713889968362472e-05
HAVCR1,6.16404706472436e-06,,,
UBE2B,0.0,,,0.0
AVPR1A,4.543535245085439e-06,,,
FZD1,7.837982710702316e-06,7.206340770201814e-07,,0.0
ADM2,1.8871592230328919e-06,7.476316483115313e-06,,3.832691712750849e-06
SEZ6,3.7654446836723053e-06,,3.599029445737698e-06,
ATP6V1C1,0.0,1.141595631910889e-06,,0.0
DAAM2,4.83391364144126e-07,1.2847871750745124e-05,0.00013776914248642233,1.2638354416506437e-05
SHC2,0.0,2.9592222357100324e-06,,1.5796962679183134e-05
CMYA5,4.580687911613509e-05,1.1094661689518006e-06,0.0,6.007029444650992e-07
CD55,1.586785666060397e-05,5.619477335558348e-06,0.0,
TM6SF1,1.4419160733340764e-05,9.583771307463292e-06,2.8839964244700317e-06,0.001345442807853475
P2RY10,3.9845483226503403e-05,1.189185531323089e-06,,
SPRR1A,1.4503560660213518e-06,0.000132628816508611,1.0886894258144818e-06,4.9928301149370984e-06
GADD45B,4.817341219800171e-07,3.0563875179842326e-05,8.720462461466753e-06,7.228686026665545e-07
CLDN14,2.5341040399491366e-05,,,1.384108521187742e-06
RASSF4,6.517336697116427e-07,0.0007140073811117242,,0.00013443325451782993
STC2,8.779869950924532e-07,3.1891241421903495e-05,3.386723728365081e-06,
ILDR1,0.00020782780534452149,7.242578142055494e-05,0.00012040130993457554,8.60297816536486e-06
DTX1,8.428945027623618e-07,0.0,,
SYNJ2,1.075984367633639e-06,0.0,0.0,1.1457303151868904e-05
SOBP,0.0,,,0.0
NCOA7,0.0001548536175813108,8.29424133553049e-05,0.012859554106367585,
CAV3,0.0008160181448949619,0.0,6.487150500634192e-05,
PHF21A,6.168973308072928e-06,,,1.5602131048018534e-05
SLA,6.612224942381667e-06,9.406357894090472e-06,,
KCTD3,6.517336697116427e-07,0.0,,5.020109011118915e-06
PTPN7,6.4079921330266405e-06,0.0,,
JPH2,4.798511245667518e-06,,0.0,0.0
DPYD,0.0,0.0,2.4029412590617273e-06,9.48420657631849e-06
FOXJ1,0.0010352591527924382,,,
BAHCC1,3.1348734886689966e-05,,,
EXOSC6,0.0001783803410119312,0.0,,
IER2,3.3628713979058813e-06,3.793237192554957e-05,1.7063442877453218e-06,0.00025227794904616546
KIF27,5.945578791104008e-06,,,
FRY,1.5495736482117833e-06,1.0186000170961009e-05,,2.7937461874577717e-06
ZFHX2,1.8844246239998294e-06,1.8317689571133692e-05,0.0,3.7894539560027627e-06
HELB,0.0,0.0,,
CORO1A,3.417934893127445e-07,0.0,,
GPSM3,0.0,,2.3734375547514127e-05,0.0014486103683015584
SLC12A2,0.0,,0.00011284000597786466,
OAS3,0.0028733025748642563,0.0001335708689490227,7.245392221318176e-05,
ATRNL1,0.0,0.0,,0.000571629258375872
KCNS3,0.0,,,
AMN,2.7460356547052566e-06,1.7557765886898793e-06,1.3297926258706291e-05,
GUCA1B,6.630356469041066e-07,,,1.846119714247109e-05
LAPTM5,7.378684619481829e-05,2.2914922959539244e-06,,
PHLDB2,6.835287175491064e-07,0.0,1.2618105925644488e-05,2.2527450048928944e-05
ABCC4,0.0,,,
PLK1,0.0,9.980152756263919e-05,9.061177444106774e-05,3.6908086694064385e-06
LAMC3,6.893056945808398e-06,0.0,1.379021995037459e-06,
POU6F1,6.5405980188105215e-06,,,
CRYBB3,0.0,,,
LATS1,0.0,,,
U2AF1,0.0,,,
ANK3,2.7727953715492774e-06,,3.561151406276602e-05,
ABCB8,0.0,,0.0,
ADAM21,2.198779726522747e-06,3.9569890391905025e-07,,4.035211001276248e-06
ORM2,0.0,3.9569890391905025e-07,,
PDLIM2,0.0,0.0,,
MAP2K6,1.455086303393827e-06,,,0.0004003473783904646
POLE2,5.934398957925219e-07,,,
TNRC6C,1.0590723421623446e-05,3.909002972733572e-06,0.0004546925198530775,0.0003080854804369207
CDKL5,0.0,0.0002266682546908586,,
PRLHR,1.0319533474021705e-06,1.487994878878671e-06,6.4498467421954215e-06,1.6137326816370314e-05
EGFLAM,0.00020686787438670693,3.9569890391905025e-07,,
PCMTD1,4.1007579053044245e-05,6.955266232750324e-05,0.00033896357900925126,
NRP1,4.446501497182296e-06,6.0429128294109576e-06,3.617454416723244e-06,1.3920282863937951e-05
CCBE1,0.0,0.0,,3.934251981314485e-06
ATCAY,1.32457803433811e-05,0.0,0.0,0.0003292796667761435
PLAUR,2.737843333608589e-05,5.906470623974092e-05,0.00044289614214454627,
ST6GALNAC5,1.5464117130541563e-05,,2.5189257996085604e-06,
MAF,0.00011320502193976279,5.8208885251046e-07,1.379021995037459e-06,
MEP1A,0.0005066531162604372,,,7.228686026665545e-07
UNKL,1.1165690995645779e-05,,,4.219931191609678e-05
IGF1R,8.279324850031601e-06,,0.0,7.475280337000022e-06
IFI44,0.005642480070156716,0.0005974790306774241,0.008078278497490642,0.0
MKX,1.73574764240116e-05,,,
WNT4,0.0,,,
STIM2,0.0,,,
ADC,0.0,,,1.1497450707890651e-05
SLC16A4,2.5759270064466283e-06,8.277373909772607e-07,4.2067023432079494e-05,
EGR4,7.026900204948089e-05,6.45454702078093e-06,0.0,
GLIS2,6.298427597477616e-06,4.134642872048274e-06,,0.0
YIPF4,0.0,,0.0,
RNASE1,9.791807873396214e-07,1.3784119996607718e-07,,5.0329551681119636e-05
EDAR,0.049466587715678974,,,
ANXA2,1.2379626020320033e-05,2.322244905305066e-05,1.2602015395331034e-05,0.00021516832574714598
TMEM163,0.0,,,
HS3ST3B1,1.1132115466406555e-05,,,
EMILIN3,5.684817738611869e-06,,0.0,0.0
MXD4,6.048676449094161e-07,1.8295711639509186e-05,0.0,
NPHP1,1.4172247777602298e-06,,,
CAMTA1,7.619903379083319e-06,,,
TYW1,0.0,,,
BBC3,1.4155718510135116e-05,2.2633599005061307e-05,2.7779411528630156e-05,5.361143906421041e-05
WARS,1.7749479450112772e-05,1.0424566265911964e-06,8.108924564324997e-06,
RSC1A1,0.0,,,
QPRT,1.5222455730815301e-05,5.3306132230388376e-05,1.6684714091652753e-06,
NAV3,2.2254326663055803e-07,6.412725925124759e-05,1.6684714091652753e-06,2.6410379646071778e-05
NR4A1,6.228222942272268e-05,0.00030445129224153383,0.00012193292184339342,0.0011247187579028048
HOXA6,1.8078074750984335e-06,5.8208885251046e-07,,0.0
TMEM40,0.0,4.7139420695427574e-06,0.0028291954806408037,5.901665315053823e-06
SPIB,3.198525981045794e-06,3.8016276260491823e-06,,
CCNA2,6.556252880702533e-06,7.370239263571362e-06,0.0,
HECW2,1.3095697092570735e-06,2.497252030179825e-06,,
ANKRD42,1.8844246239998294e-06,0.0,,
TTC28,7.145921688064514e-05,6.16509699913861e-05,0.0,2.05223493733201e-05
HERC4,0.0,0.0,0.0,
HEXDC,5.247283110680484e-07,0.0,0.0,0.0
PLXND1,4.5982065684582046e-06,,,
RAB24,8.829302425367364e-05,1.6106588286113541e-06,,
UGCG,7.572105778619684e-06,0.0,,1.7275876098038434e-06
GJB5,5.433272373219543e-06,,,
PIAS4,3.207802218292981e-05,7.492417481041258e-07,4.2988599655237184e-05,2.9102245880547856e-06
PCK2,0.0,,,
PIGC,0.0,,,
PANK2,7.063716359575793e-06,5.248285304617092e-07,,
SUSD4,4.1626203683487683e-07,1.4808089538023286e-05,2.1234248061430176e-05,0.00017355046379395104
WDHD1,2.8507101912696062e-05,0.0,,
BRIP1,1.3618033752718505e-05,1.3834308061747923e-05,,0.0
CIRBP,1.135152071049693e-06,2.0702150812463337e-05,0.0,1.2855514855975714e-05
SLC11A2,3.79074893293425e-07,,,
MOBP,0.00011191439985020277,2.583806078168119e-06,,1.3860985000941778e-05
SLC16A8,1.5264067822147196e-06,,0.0,
AQP3,5.397766860471583e-07,8.769369383511241e-07,0.0,0.00011383878561470353
STXBP4,0.0,,,
MAN1B1,0.0,9.712651281254671e-06,0.0,2.1989331550192817e-05
SHF,0.0,,0.0,
RFC1,0.0,,,
VWA1,0.0,2.7770107266992075e-06,1.525098704697163e-06,9.987349287907257e-06
GABRE,7.471807773658543e-06,0.0,1.10770745656878e-06,1.2556866766888085e-06
CTSZ,1.4399070983123426e-06,0.0,,
CFB,1.9453158436526792e-05,7.330780580743438e-05,2.914192177024468e-05,7.228686026665545e-07
PITX3,1.2393501540942275e-06,0.0002310160623108616,0.0,0.0002838054196570388
STK38L,6.610577968756862e-06,0.0,0.0,
TBC1D16,8.402316736638072e-08,,,
DHH,1.7500822484831238e-05,,,
SOX12,3.3832840080740123e-06,,,
IFIT2,0.00408110738190799,0.016103413357824493,0.010970585394261883,8.953081590231125e-06
SKI,0.0,,,
TUB,7.58684119089554e-07,,,0.0
LIN54,0.0,,,
SLC16A11,3.452064576936472e-06,1.9350708114036084e-08,1.379021995037459e-06,0.0
ARHGEF15,3.158675985748858e-05,2.8814157347221616e-05,6.880400278182178e-05,0.0026251415026564843
DDX10,1.4098019063700928e-05,0.0,,
BAX,0.0,2.255383362671285e-06,0.0,0.00014405845661370352
ACSS1,2.1151244899293877e-07,3.1996975660293526e-06,,
AGGF1,0.0,,,
GREM2,0.00023529249691539158,5.951394248940877e-06,,
HMGCS1,0.0,4.506702005943273e-06,2.2829511908834903e-06,0.0
PTGER2,1.138994766926682e-05,0.0,,
ACIN1,0.0,,,
GSTM2,0.0,,,
CYB5R3,0.0,0.0,,3.7884802287646087e-06
EVPL,0.0,9.237236289464957e-06,0.0,
AGPS,0.0,0.0,,
CATSPER3,0.0,,,
PLEKHN1,3.214642251129047e-07,,0.0,
PLEKHF1,0.0,0.0,,0.0
VCAM1,0.0007813273068945363,7.715466967328007e-06,,
MRGPRE,3.452064576936472e-06,0.0,1.379021995037459e-06,8.905960448195925e-06
F13A1,6.337125759941657e-05,2.833265759903142e-05,1.5605885398895894e-05,0.00019104128366907868
MYCT1,0.00011119287850709269,2.3876674151901637e-05,,
SNIP1,8.188133999889102e-07,0.0,9.233026176474453e-06,
RFX3,0.0,,,0.0
SLC25A22,0.0,3.7700635168052225e-06,1.0074844627269269e-05,0.0
PARL,0.0,,1.074971285790057e-06,
PHC2,3.1557057956735246e-07,1.3604696761757488e-07,0.0,1.0065665196800904e-05
HAPLN3,1.5263005861438284e-06,1.664607516557508e-06,0.0,0.00012492869884390476
SGIP1,2.501183634308151e-05,4.224806453632931e-05,0.0007513685622306551,0.002460613060987601
CD3E,9.301443406772448e-06,,0.0,0.0
BMP2,1.8483074399098982e-05,3.0031643044422304e-06,,7.239583632618363e-05
MYLIP,4.2760518459838494e-05,1.1230504015927582e-05,3.468303635383954e-06,
GMPR2,0.0,,0.0,
PDE9A,3.3665990737141165e-06,1.251684936462218e-06,1.6684714091652753e-06,1.4711961780823566e-05
RUNDC1,0.0,,5.93558808546536e-05,0.0
GDF2,8.026241328737844e-06,,,
TAGLN,6.933827642590093e-07,2.9684670869209746e-06,1.2737175045765518e-06,2.7937461874577717e-06
CPT1B,7.266971608711569e-05,,1.4291340150063755e-05,
DUSP26,1.112695097485083e-06,0.0,,4.821027567649949e-06
RPS6KA1,9.313006539374075e-07,0.0,,
ENSA,0.0,,1.379021995037459e-06,0.0
NFKBIZ,4.065923831943755e-06,3.700923387757237e-05,1.1636213876594354e-05,8.098619238202462e-06
DPF3,5.626078193334011e-07,9.99991948259572e-07,,0.0
NNAT,5.9671169574687425e-06,,6.8627790766786865e-06,
FLT4,2.0787961367070684e-05,1.1200187255886978e-06,,
ABHD1,0.0,,,
IL15RA,1.7749479450112772e-05,0.000242141081709191,0.00012602953336658172,0.00023574590738701228
MMP13,0.0058121487839156265,7.816789076831558e-06,1.910830950241209e-05,
LEPR,1.8500663096144195e-05,9.683295462005352e-06,0.0,0.0
H2AFJ,1.707866615383471e-08,7.40339897039819e-06,,0.0
VPRBP,1.0795730833934952e-06,1.4061076072903743e-06,,
NR3C1,1.8675543240859685e-05,1.1522440555147644e-05,,
ZC3HAV1,7.344127669900459e-05,2.169973650613876e-05,0.0016804718334707416,
PXK,0.0,,,
PDLIM4,1.4824363688947363e-06,,0.0,4.934369348497358e-06
TRMT1,6.517336697116427e-07,2.609729460894697e-07,,
LPGAT1,0.0,0.0,,
DENND2A,4.378086711311677e-06,6.570444085794962e-06,,
MYL7,4.540544101284294e-06,0.0,,9.987349287907257e-06
CPNE5,1.5137904945044344e-06,0.0,,4.4315857958317265e-06
OSGEPL1,1.0335019075335958e-06,,,
ST8SIA2,4.11627941655178e-05,8.65458889463779e-05,3.6663561568142968e-06,1.1154422464413086e-05
ACP2,4.754980005610083e-07,1.282588183903265e-06,,
YAP1,3.928391816203968e-06,,,0.0
BCLAF1,1.2103506064579528e-05,,1.193131776918899e-06,
ADORA3,1.0825050906070424e-05,,,
TTF2,2.523788558564725e-06,0.0,0.0,
NGLY1,0.0,,,
LZTS2,0.0,7.847538555861346e-06,0.0,3.7884802287646087e-06
GRHL1,2.107960183699173e-07,2.6899807120579543e-05,,
TAPBP,0.0,1.4164221844471023e-05,6.769950622988896e-05,9.378948933429624e-06
UBE2L6,0.00029855944974408485,1.529809668524824e-07,6.541281187676006e-06,
SAMSN1,2.7326025210593547e-05,0.0,,
CDK5R1,8.617400219796984e-07,1.5563693065711237e-07,1.1118024677545044e-05,
STXBP1,0.0,,,0.0
CDC42,0.0,,0.0,0.0
SEMA6C,0.0,5.24613411878152e-07,0.0,
SUSD3,1.036053672541247e-06,,,0.0
SLC16A6,4.0811793246883726e-05,2.3007246213062993e-07,,
DERL3,9.101993629350975e-06,0.0,,0.0
ZHX1,0.0,0.0,0.0,
UCP2,3.4596208080203957e-06,0.0,,
CYSLTR1,1.7361374039562441e-06,,0.0,0.0
RBMS1,0.0,,3.0576016749484635e-06,0.000224354313740521
MDM4,0.0,,,
CAMK2N2,4.579657063735671e-06,9.452280461086383e-08,,0.0
SLC13A3,4.170593050267856e-05,,1.5633188838534234e-05,
MBP,1.8132576617504114e-06,7.430194122344142e-07,0.007057405188808689,
KIF20A,1.26342922260689e-05,0.00011118607743425678,7.440052344513014e-05,
ARHGAP11A,0.0,1.95833108949143e-06,,
ASB4,5.684817738611869e-06,,,
CDSN,9.055972985269142e-05,,,
PYY,0.0,,,
DYRK1A,0.0,2.033824925467505e-05,0.0,
RBAK,0.0,,1.379021995037459e-06,
IKZF3,0.0005048226030978727,0.0,6.190711522584226e-06,
KLC3,4.939978495639656e-07,2.609729460894697e-07,,0.0
TOP1,0.0,0.0,3.6559042778634554e-06,
ANAPC5,0.0,,,
PSMB10,2.672481668924923e-06,9.454257130765586e-07,,
NYX,3.2832604930725608e-06,1.0220736774331113e-06,1.0706507011495586e-05,6.383927822864012e-06
ENO2,0.0,,,0.00018619144201164584
COMMD6,0.0,,,3.194068529396138e-06
STAG2,0.0,1.54227819330389e-05,3.6486611065402294e-05,
KCTD7,2.586609549417192e-06,,,
ARHGEF18,0.0,,0.0,0.00031556169441311746
SPRN,8.990522485527989e-05,0.0,1.814094847934461e-06,3.934251981314485e-06
ACTR8,0.0,,,
GBP2,5.053191209605978e-06,0.000542113794677394,,5.869159385201911e-07
PLAC9,1.4148479471289548e-06,1.7174424198107165e-06,,
RIMS1,6.517336697116427e-07,1.1200187255886978e-06,,
ESRRG,1.0245365502456469e-06,4.14049089745065e-05,0.0,4.9928301149370984e-06
IRF7,0.004145567669046973,9.366181879908239e-05,0.0007373043434163935,
SPN,5.1189391736522094e-05,3.7504338731869123e-06,0.0,0.00017135966361553554
IMPG2,1.6521038731750773e-06,4.248130615189617e-06,,4.4315857958317265e-06
AIM1L,8.764310585717779e-07,1.8104566425190818e-06,4.7107048208070966e-05,8.220139009450866e-06
TPMT,3.0374656961359016e-06,0.0,0.0,
GEMIN5,0.0,,3.3656304568518995e-06,
SAA1,0.00020678046358173032,0.0002054874627151272,1.1823758390860677e-05,
BCL2L14,3.623670083594232e-05,,,
LSMD1,8.724560828004128e-07,,,
SIX1,0.0,,3.468303635383954e-06,7.228686026665545e-07
ITSN1,0.0,,,
SRPR,6.517336697116427e-07,,0.0,0.0
LRRIQ1,0.0,,,
RASAL2,2.6937578052308373e-06,1.08793187425726e-05,2.486042956584217e-07,
EIF4E3,0.0,,,0.0
GBP4,0.0030730548493503934,2.2211418069871302e-05,0.0002964120711701727,0.0
SULT2B1,0.0,,,
PROS1,2.0756588951462245e-06,5.770372749276623e-06,3.3670147589809557e-06,0.0
C3,5.3067917524425305e-05,0.0001161311949935483,1.3244044897152817e-06,0.00019192630830408387
AVIL,1.8702011798070823e-05,0.0,0.0015432773664295447,
RHOB,2.0202023182362772e-05,9.23640951523685e-06,7.235998407595957e-06,0.011694649004863675
KLF6,0.00037687975891862623,0.00021266188588416502,0.0,0.010945726131317177
CTSG,6.211053269782862e-06,,,
GGA1,1.4824363688947363e-06,9.548829008824162e-07,,1.946236862098559e-05
PARP14,0.00042357854348475967,3.3037712790028017e-06,1.1823758390860677e-05,
PML,9.178627497343277e-05,3.7969485422216864e-06,1.9394514786726224e-05,
TNFSF9,1.7737556000686545e-06,2.7163761814902638e-06,2.3533221940556394e-05,
LGALS3BP,4.528561886981178e-07,1.2617182740767407e-05,0.00011416157313971075,3.7884802287646087e-06
SLC6A14,0.0,0.0,6.530441924031776e-06,
TRIM29,5.294486175768018e-05,,,
PIGR,4.8446737510475555e-06,4.662215585767583e-06,,0.00021357546240132527
KLF12,0.0,,4.96305070519335e-06,
KLK14,2.035078016370224e-06,,,
CSRP2,1.1129740564771664e-06,0.0,,
TBC1D8B,0.0,0.0,,0.0
ANKRD13B,0.0,0.0,,0.00013701738925526416
OSM,0.0,,,
TYROBP,0.00023972846252650687,4.362011356331857e-06,,
SLC7A9,1.577024340326645e-05,,,
RPL39,0.0,0.0,,
TRPV4,3.5238039874276165e-07,,1.5182669226083776e-07,
RIN2,0.0,,,0.0
SPSB4,4.412812943378899e-05,5.24613411878152e-07,4.626140707641591e-06,1.5965904742849582e-05
SLC19A2,2.616129931216537e-07,3.5468457179473888e-06,,
MIDN,9.846413334331423e-06,9.850749064041899e-06,,2.7176096332632672e-05
SV2B,6.517336697116427e-07,0.0,,
OSCAR,2.6654241824053673e-06,0.0,2.9031579754142565e-05,0.0
CCNL1,2.533547196813687e-05,0.0001871174956257949,0.0006259279113746918,2.5853803847383284e-06
CCDC68,0.0,6.168763203451096e-07,1.1464933826289581e-05,2.7937461874577717e-06
MAD2L1,0.0,2.1328308027507126e-05,1.6884764529909307e-05,
LIMD2,2.5656351707055475e-06,,,
FANCD2,3.6280531735172745e-06,2.0492442384588093e-06,8.08673940344735e-06,9.497966456983083e-05
PDK3,6.436906777593596e-07,,,
CEACAM19,3.7280169277652606e-06,8.334965317320145e-07,1.0886894258144818e-06,0.0
RPL4,0.0,1.1266366976028774e-06,,
CD19,1.4010741683547731e-05,8.357604162647903e-07,6.821851900938513e-06,
CENPF,0.0,2.339998409141507e-05,7.31602721214419e-05,
FGF7,1.661716406792366e-05,0.0,,
ACBD5,2.6344513147963914e-05,1.1151771799172993e-05,0.00016413527636130497,2.4805863725576694e-05
KCNAB1,5.889996032174363e-06,1.6543044284958962e-06,,2.1477312028609332e-05
FOS,0.00036532300367353877,0.00040584662211560905,0.004874156669306329,8.764012517235547e-05
ABI3BP,1.4653567145304768e-05,4.3545008662607304e-05,1.5182669226083776e-07,
VPREB1,1.0582091380867183e-05,,,
VPREB3,1.7421752176402548e-05,9.203437791618843e-07,0.0,1.3145812119516749e-05
PAG1,1.413865604126769e-05,7.852172026390231e-07,,
SESN3,0.0,,6.924283096693029e-07,0.0
NEO1,0.0,0.0,,
VTN,0.0,5.036438579214314e-06,,3.730074846335577e-06
LTA,6.341376334123039e-06,0.00013895000156112237,,0.0
GLIS1,1.6367112807698906e-05,,,3.0394824492341697e-05
CKLF,1.1309843905841034e-05,2.121703609180719e-07,1.2602015395331034e-05,0.0
DUSP9,1.4746086180477148e-06,,,0.0
RYR1,3.1880556054858686e-05,,,
ZCCHC7,0.0,,,
TMEM108,1.2613983034390129e-05,,,0.0
SFRP2,1.6331675052668115e-05,4.034366510516812e-08,,0.0
B4GALNT4,5.942237764429008e-06,,,
PTAFR,3.1021539633093094e-06,4.3711439013022254e-05,6.100707902688231e-06,3.832691712750849e-06
KIF1A,0.0,,0.0,0.0
SH3PXD2B,1.368604624778673e-06,1.9503894236817008e-07,,1.6286063794044541e-06
OSBPL6,0.0,3.171417642396884e-05,,0.0
PER3,8.236366292821808e-05,0.0,,
IL20RB,1.0802070771504326e-06,,2.4988908781241346e-05,
IRX6,0.00030146486841004406,,,
FBXW7,1.707866615383471e-08,,4.61810451006782e-06,
CXCL9,2.623467464156544e-05,3.927425571499751e-05,1.9609829003262106e-05,
GPR116,7.372566982425549e-05,3.8141790534165154e-07,4.668434277918432e-06,
EPSTI1,0.004466464193440018,0.00014750557573705244,2.3880685828210766e-05,0.0
SEC24A,1.707866615383471e-08,9.052574624692594e-07,5.793350293815751e-07,
HSH2D,0.0002861843257639949,8.90485046093996e-06,2.3880685828210766e-05,9.341230536316992e-05
HCRTR1,5.943149881198309e-05,2.8905370836400207e-06,1.418266279265773e-05,1.7363534946212906e-05
ADD3,0.0,1.1518071440881333e-05,2.1185173209117025e-06,2.7151169643543308e-05
PRG2,5.4775294920704955e-06,0.0,,
THBD,6.517336697116427e-07,9.565710685793894e-05,,
THUMPD1,1.4954525245634159e-06,,6.200423912579365e-06,
DUSP8,0.0004838184694585662,1.5942587398554223e-05,1.1337356901814858e-06,3.0286559244924024e-06
USP38,0.0,,,
CDC42BPG,4.700621477234492e-07,0.0,,
MFGE8,0.0,3.225907687196929e-07,0.0,4.9928301149370984e-06
RHBDL1,2.8787314161035017e-05,3.5581040327077838e-06,1.4680903645767092e-05,0.0
GDF15,1.1921412246516794e-06,0.0002984980147942888,,0.027462058481489585
ZFAND5,0.0,4.526466735074075e-06,1.6491678333365593e-06,1.0793852099910954e-05
CD68,8.53738600918862e-07,0.0,1.726091184740149e-06,
AMOTL2,2.466912878069562e-06,0.00014499947794148818,0.0,0.00016259814479421442
