,Sars,Mers,Iv,Eb
ING4,,1.429481051483028e-06,,0.0
LMNA,,0.00010194605593033557,7.372805865213245e-05,1.0065665196800904e-05
CORO1C,,7.627786918636314e-06,3.5713369523809148e-06,
FBXO33,,0.0,0.0,
CALU,,0.0,7.872035046811768e-06,
TUBA4A,,1.667725918588617e-05,1.4652669924922888e-07,4.14439808322129e-05
ZBTB41,,0.0,,
PHF13,,0.0,,
B3GNT2,,8.321200234733954e-06,6.433936956260255e-06,
GOSR2,,0.0,1.1365347635952374e-06,
LRFN4,,3.267420805426658e-05,,0.0
SIGIRR,,0.0,,
KRT23,,1.989799770575929e-05,0.0,0.0004003473783904646
EID3,,7.206340770201814e-07,,7.228686026665545e-07
NAB2,,3.0031643044422304e-06,0.0,
TEX10,,7.34881574285789e-06,,
ACOX1,,4.9109849703626635e-06,1.726091184740149e-06,
GNL2,,3.9697608517331715e-06,,
ALKBH5,,4.2913851324042056e-07,0.0,6.969211076851992e-06
SATB1,,1.452897197291395e-06,0.0,
LRCH3,,0.0,0.0,3.832691712750849e-06
SNF8,,2.609729460894697e-07,0.0,
WBP5,,6.716508314158469e-07,,
RPS27,,3.9569890391905025e-07,,
PTPRJ,,0.0,,
HIVEP3,,1.4471636744018841e-06,1.137145803769774e-05,1.2556866766888085e-06
RASAL1,,8.143881556711064e-06,1.5182669226083776e-07,7.287202427709988e-05
ZFP91,,1.2076729006318254e-06,3.618436507802732e-06,0.0
NEK6,,5.440108480043083e-07,9.232959923878535e-07,0.0
ZDHHC12,,2.3824126735492996e-06,,
WBP4,,0.0,0.0,
ZDHHC3,,0.0,,
E2F1,,2.4598405865898926e-06,,
KIF5B,,1.927932623274318e-06,,
GOLPH3,,0.0,2.2829511908834903e-06,
EPHB3,,0.0,,
GSK3B,,0.0,,9.359884343946283e-06
PRCP,,4.2913851324042056e-07,,
NT5DC1,,0.0,0.0,2.7761816065083633e-05
RAE1,,2.1501431489883338e-07,,
ELF4,,0.0,,
CHDH,,1.1575129698420815e-06,,
RASSF6,,0.0,0.00026994664727016636,5.7316314428411135e-05
RXRA,,6.319798149165697e-07,,2.4988384377551393e-05
PSAT1,,0.00015273699794122366,0.0,1.3223506032071985e-05
FNDC4,,0.0,,
H2AFY2,,4.2586364022051756e-07,,
AHCTF1,,0.0,,4.169644724056416e-06
PCYT2,,0.0,,
SGTA,,0.0,1.379021995037459e-06,
CNN2,,0.0,0.0,0.0004080062202141047
TOE1,,0.0,,
HMX1,,7.502056497010677e-06,4.259484403555384e-05,4.023870944320605e-05
SCGB1A1,,0.0,3.261235985531533e-05,3.832691712750849e-06
ZC3H15,,6.044309568847725e-08,0.0,
KLHL2,,0.0,0.0,
PKD1,,1.1819186947784252e-05,1.5182669226083776e-07,0.000684236807465555
COASY,,1.4592446452523627e-05,1.4652669924922888e-07,
RBM39,,4.7606661329829965e-06,0.0,4.035211001276248e-06
TPR,,7.778302538281969e-07,3.5713369523809148e-06,
RHOC,,1.958581110895883e-07,2.6384735796441107e-05,0.0
NFIC,,0.0,,2.3873714450556682e-05
FKBP5,,2.5675266469586106e-05,0.0,
PRRC1,,1.3912575931580052e-05,0.0,1.3920282863937951e-05
PAQR3,,5.905730563788587e-06,,
NOL12,,0.0,,
TNC,,1.3289339525852011e-05,0.0,
ARHGEF12,,1.938483899559085e-06,,
JMY,,4.564445647758011e-06,,0.0
CKAP5,,5.794347341342368e-05,7.653124977577236e-05,
ABHD3,,2.701584300190681e-06,,
SELPLG,,3.176451250958183e-06,6.435071965686031e-05,2.2123063485378282e-05
DDT,,3.1522728415718785e-06,,
PTPRR,,5.687307859465489e-07,1.69483282522737e-06,1.384108521187742e-06
CELSR3,,0.0,1.7063442877453218e-06,
SORD,,6.48271830400875e-05,0.00019267131465024932,4.738604086637863e-05
AKT1,,0.0,,
MTDH,,0.0,,
PHF19,,1.9425110728911056e-07,0.0,
RPL18,,2.524242936468052e-05,5.272626054562538e-06,
PLEKHA8,,0.0,,
CFTR,,0.0,6.8861240876755205e-06,
CFL2,,2.483918163809291e-06,,
ATP1B3,,6.339769408013614e-07,,
PIK3CA,,1.4754218305555211e-06,,
YWHAH,,0.0,0.0,
RSL1D1,,0.0,0.07114144176362479,0.0
SDF2,,0.0,1.4872517287317267e-05,
SLCO4A1,,3.425137046452964e-06,9.309238068711461e-06,
TMEM52,,5.777404708952217e-06,6.433936956260255e-06,4.947179559408706e-05
ZSWIM1,,7.607932023089873e-07,,
MGAT4A,,5.984703192123486e-07,,
SP3,,0.0,,
MED25,,0.0,0.0,0.0
TFG,,1.0092910671688936e-06,7.553982062168216e-05,
ITSN2,,6.071195617345772e-05,0.00016812012717164318,
DNPEP,,1.639743764440894e-06,0.0,4.9928301149370984e-06
RARRES1,,2.4913633468137426e-05,,
KLF5,,6.8827511337131925e-06,2.1512538212427625e-05,0.0
TUBD1,,0.0,0.0001675974703866216,
EHBP1,,0.0,1.1971396455500747e-06,4.934369348497358e-06
CDC23,,0.0,0.0,
TMEM47,,0.0,1.4497250790895008e-06,
TCEAL1,,0.0,0.0,
S100A14,,0.00030147769097998783,,
PRKRIR,,1.2107179597848052e-06,0.0009334085611803346,0.0
NNMT,,6.9570010791464645e-06,,7.228686026665545e-07
PRR13,,0.0,0.0,1.719816782159396e-05
HSPB1,,2.457495552809716e-07,,2.795582277951014e-05
CYTB,,0.0,0.0,
TJAP1,,0.0,0.0,
CARD10,,1.122918888638296e-05,7.289255907891877e-06,3.591137861451926e-05
LTBP1,,0.0,0.00011054106907944789,0.00023425451700689515
ACP6,,3.1165282783253212e-06,1.5087425129517274e-05,
MRPL32,,0.0,,
GCLM,,5.092401928914257e-06,0.000723896957174727,0.0
RSPRY1,,0.00017456340840023334,2.271492002799117e-06,
SNAP23,,1.0150835639181625e-05,,
MTCH1,,4.2978285639546135e-05,2.364784313883922e-05,0.0
MXD3,,5.687307859465489e-07,1.240762925751145e-05,3.802553978754047e-05
HOXA3,,4.486446526473013e-06,,9.877764787217615e-06
ULK2,,1.3119252519419154e-06,,0.0
PCMTD2,,3.5410361290144376e-05,,0.0
LYPLA2,,2.6762338127219234e-06,0.0,1.1804028726846352e-05
IQCK,,0.0,0.0,
GPC3,,2.259412361736541e-05,1.379021995037459e-06,1.9446485990801093e-05
PDAP1,,0.0,,
RAPH1,,3.0031643044422304e-06,6.500735404895993e-06,3.666697461465803e-05
RABL5,,0.0,6.7856982934019745e-06,
CAMK2N1,,1.2928324287201126e-05,5.804316331020049e-05,
COX6A2,,6.6422362795934394e-06,,0.0
SPTY2D1,,0.0,0.0,
SPCS1,,0.00010170852176996672,0.0,1.7092145596413988e-06
EWSR1,,0.0,0.0,
XPOT,,3.365349652198553e-05,0.00029150527237927,
GABRP,,3.155220384160116e-05,2.0301942816034944e-05,
WDR60,,3.9569890391905025e-07,0.0,0.00021357546240132527
CBX7,,7.405846684399742e-05,4.626140707641591e-06,3.484206544127786e-05
C1GALT1C1,,1.2521613867229164e-07,,
COL4A3BP,,2.4867953723504597e-06,,0.0
CKAP4,,2.002065605247779e-06,0.0,0.0
CRYBB2,,0.0,0.0,
CD164,,3.2464360107579004e-06,3.794925042225314e-06,
TPM2,,2.2012432927441016e-05,,0.0
AHSA2,,3.5609693415794497e-06,1.69483282522737e-06,3.6899369952476285e-06
PSMB1,,1.1266366976028774e-06,,0.0
ALOX5,,4.034366510516812e-08,2.237550343610844e-06,0.0
ERCC5,,0.0,,5.197498559917187e-06
PAN3,,2.609729460894697e-07,0.0,
PCBP1,,1.5824590907943615e-05,9.554975385076807e-05,5.216703264861898e-06
CPT2,,2.00100017898999e-06,,
PCBD2,,0.0,,
INPPL1,,0.0,0.0,2.668637373306714e-05
DKK3,,1.1094970051747338e-06,2.1945201943253916e-06,0.0
CCNDBP1,,0.0,1.5182669226083776e-07,
FUT10,,3.7664878854061005e-06,,
PDLIM5,,0.0,1.0617593686034243e-06,0.0
SLAIN1,,0.0,,
ADCY4,,3.817935590529967e-06,,
NIT1,,0.0,,
TMEM37,,1.866250593376522e-05,,2.5276590049177392e-05
IFNAR2,,3.379912379579525e-05,4.532994574504334e-06,8.798469015660974e-06
TMEM55B,,3.6032818432045946e-06,2.8089559615175464e-06,
CD82,,0.0,1.5456139136306818e-05,0.0
WDR35,,0.0,1.1252912169342805e-06,
NIPSNAP1,,2.2644574998049708e-05,2.9450342592509775e-05,7.228686026665545e-07
RNF130,,2.439671562321459e-06,,
ARHGAP27,,2.6790509165750805e-06,0.0,0.0
ATAD3A,,2.2756835940962154e-06,,0.00014369618854299162
ROCK1,,2.2386664572876444e-06,3.699282318164788e-06,
RABEPK,,2.080134074177477e-06,0.00013152217816414605,7.22785316340344e-05
MAGI1,,1.1242252687469117e-05,0.0,
ZFP36L2,,7.099938955143079e-06,0.0,
MARK1,,7.427211834837284e-06,,
RPA3,,2.5342087324433507e-06,,0.0
MRPL50,,6.810486997019063e-06,,5.771672263721548e-07
SSH1,,3.2143758685752525e-06,2.683667190350986e-06,1.540958879798665e-05
CNDP2,,0.0,5.029808552672382e-05,2.029199035890499e-05
HCN2,,2.104324529261748e-05,4.7562762872826335e-05,
ESD,,8.867792427555096e-06,,
NPHP4,,5.965857365217258e-06,1.5014708863087189e-05,1.5491953027324068e-06
HS3ST1,,5.8027571269808915e-05,2.2546622269646656e-05,
GPR137B,,0.0,0.0,
RTKN,,8.921078463644856e-06,,
CCDC130,,1.100933128696328e-06,,
TMEM14A,,0.0,,7.228686026665545e-07
ADIPOR1,,0.0,,9.437592423123964e-06
DBP,,1.8809538095845827e-06,,
MAD2L1BP,,0.0,1.1585479523645831e-05,0.0
ALDH7A1,,1.9295367982652795e-06,,7.064666964023679e-05
CFP,,0.0,0.00011447768202298457,
KBTBD7,,2.609729460894697e-07,5.793350293815751e-07,1.4697150216376005e-06
RECQL4,,2.9517715382729654e-06,,0.0
GNPTG,,2.609729460894697e-07,,
STK3,,2.8812507001947642e-05,2.9381957306298156e-06,0.00010874580815715745
CYP24A1,,7.549238658980104e-06,9.605821711646701e-05,9.222911396516902e-05
RABAC1,,4.826689544932905e-06,,
KCNH3,,0.0,4.626140707641591e-06,5.902964552425486e-06
ASNS,,3.101769471132911e-05,0.0,
GALNT6,,2.1978765091049738e-05,,
HMGB1,,0.00038058472088719114,0.0009669242216180644,
SLC35E1,,0.0,2.338665608512314e-05,0.0
SLC35E4,,0.0,0.0,
MSLN,,2.1031943677456336e-07,,
PPARG,,1.1186120161515482e-05,1.917891709370867e-05,
PITRM1,,3.034990533363882e-06,0.0,
JRK,,0.0,1.379021995037459e-06,4.0289987596752624e-06
DHX15,,2.2206304766762202e-05,3.699282318164788e-06,
CHMP2A,,0.0,,0.0
PYGB,,1.4226554868542595e-05,0.0007441748131293995,1.768874900840771e-05
PKP3,,6.05162383213109e-07,0.0,
HOOK1,,0.0,7.759524704588904e-06,6.007029444650992e-07
FZD2,,2.6632320968156423e-05,6.075094155227734e-05,
TEAD4,,2.609729460894697e-07,,
MTX2,,0.0,,
ITGA5,,3.578279403576743e-06,0.0,1.9907837734270647e-05
RASSF1,,0.0,,7.228686026665545e-07
HECTD2,,0.0,0.0,0.0
VPS25,,0.0,,8.798469015660974e-06
ARHGAP21,,7.118477459296369e-05,8.720870716037805e-06,
GJB3,,2.1031943677456336e-07,2.8839964244700317e-06,
S100A11,,0.0,,0.0
MBD2,,1.9288928256941064e-07,,
MTR,,0.0,2.3927563594894444e-06,
EPS15,,6.241674705615973e-07,1.6634244513496365e-05,
TBC1D17,,1.1560804909488236e-05,0.0,
MESP1,,9.087269749359072e-05,2.3013905094120943e-05,
GTF2IRD1,,0.0,,
KIF15,,2.0035162599276956e-06,2.9434326114333488e-05,
MGST3,,5.6350107449878685e-06,,0.0001255015280994608
TKT,,1.5677228424652346e-06,2.0209096788435505e-06,0.0
CD81,,1.9203342050060533e-06,1.1911858976860754e-05,0.0
SLC1A5,,1.2748097881659565e-05,,0.0
POP4,,0.0,,
EFEMP1,,8.168191059814663e-06,2.412323162798885e-05,1.1888754255957e-05
SIN3B,,0.0,,
BTBD2,,0.0,,2.5853803847383284e-06
LRRC45,,5.715728861836154e-06,2.054172768906045e-05,0.0019010494016818507
MAT2B,,2.609729460894697e-07,1.936910619757976e-05,
ARHGEF2,,1.026474229935446e-06,,4.499239514166753e-06
TCP1,,0.0,1.0927459146544655e-05,
LSM5,,0.0,,
LSM7,,0.0,,
WDR45,,1.958581110895883e-07,1.2602015395331034e-05,
MKL2,,9.024306867360995e-06,4.61810451006782e-06,8.220139009450866e-06
ATP6V0D1,,1.327422091747893e-06,0.0,0.0
BTAF1,,4.545093376285919e-06,,
MYBL2,,2.1012608222289383e-06,,1.5047582459335877e-06
UXT,,1.0022402912245474e-06,1.2012148475934186e-06,0.00029325339889263213
PRDX1,,7.74331867371523e-05,0.0,
BAG1,,0.0,,
TMEM44,,1.186709132953568e-05,,
PTGES3,,0.0,0.0033867283199443474,
WDR59,,6.716508314158469e-07,0.0,
SEMA4C,,0.0,,
HN1,,7.454353525451088e-06,,0.0
CTDSP1,,1.6543044284958962e-06,1.134557209600896e-05,8.746849174444021e-05
HTATIP2,,0.0,,
ATP9B,,0.0,,
CTNNBIP1,,1.6465596945014064e-06,,
SVIL,,6.410636872196207e-06,0.0,8.352945846307319e-05
AGPAT6,,0.0,,
PRKAR1A,,1.0092910671688936e-06,,
ADAM23,,2.562455563803261e-07,,
LANCL3,,3.6223821888948433e-06,3.652124149497428e-05,0.0002971466804573787
RNF7,,0.0,,
SLC20A2,,0.0,,3.913399065334263e-06
MCM6,,3.0598977538944333e-06,0.0,
CHRNA10,,0.0,0.00012798976592026114,
WHSC1L1,,3.089245585586365e-06,,
APBA1,,1.8586384427817009e-06,1.726091184740149e-06,3.934251981314485e-06
MFAP2,,5.8208885251046e-07,0.0,
DUSP14,,2.516225259942856e-07,,
SLC19A1,,0.0,,0.0
TMEM161A,,0.0,7.488221460176585e-06,0.0
PRELID1,,0.0,0.0,
TMEM86B,,4.262945040114007e-06,0.0007485995352747104,2.5853803847383284e-06
NR2F1,,1.989093615701203e-06,,0.0
VAMP5,,1.3918848369398585e-06,,
CABP4,,3.236752148877246e-06,9.040656227095885e-06,8.083938650811095e-05
TIMM23,,0.0,4.761699865794571e-06,
NCK2,,0.0,,1.9446485990801093e-05
TUSC1,,2.7188982446006513e-06,0.0,4.035211001276248e-06
RGS2,,1.4713810107308846e-05,2.9362313062721954e-05,
CLEC2D,,1.4470317645995999e-05,4.146624939946884e-05,
RCN3,,1.1427948080524662e-06,,
DNMT1,,0.0,2.7472659769460322e-06,
HPS1,,9.622261487314755e-07,,0.0
MANSC1,,1.7338569176667106e-06,0.00020924673582124422,
LIG3,,8.343697334257218e-05,2.025799648612764e-05,
TACSTD2,,0.00014804247945772385,6.69247541015677e-07,
SLC16A9,,7.615775217911007e-08,,
SLC38A2,,2.06207365457734e-06,2.6493731374712954e-05,0.00032060499011813916
SLC35B1,,8.13724621562973e-07,0.0,0.0
POLDIP3,,6.276912467329537e-06,0.0,
METTL1,,0.0,,
PTP4A2,,7.770674401431667e-06,5.076383237780922e-05,0.0
FXYD5,,6.242643900477498e-05,5.880995333224721e-05,
DBR1,,2.3228769079912925e-07,,
PFKP,,0.0,,3.0394824492341697e-05
BECN1,,1.0639871520463642e-07,6.200423912579365e-06,
SRC,,2.6278713191953823e-07,2.9381957306298156e-06,
HERPUD1,,3.046186046441889e-06,,
MAGED1,,1.195659428202955e-05,6.835259538317207e-05,
IMPA2,,1.411346290174586e-06,1.4652669924922888e-07,
PRPF8,,2.121703609180719e-07,7.302419244399632e-05,4.677498665186422e-05
DIS3,,2.1031943677456336e-07,,
CHST4,,1.411346290174586e-06,0.0,
RPS29,,6.046145906251268e-06,0.0,5.812788033240032e-06
TMEM161B,,2.1501431489883338e-07,1.182434847749469e-06,
IER5L,,2.2367005598844045e-05,0.0019330196090646709,0.0002601435394109487
RBP4,,0.0,,
CIT,,5.687307859465489e-07,1.8790880417411024e-06,
SLC40A1,,1.2011033094756582e-05,,
NXF1,,0.0,0.00020980040177810715,
ZCCHC14,,0.0,,0.0
RMND5A,,3.557977770521411e-05,1.1210290140922197e-05,
OSMR,,3.364916391068849e-05,1.2012148475934186e-06,0.0005375657518121668
LSM12,,5.411393071140533e-05,2.5935958495848455e-05,
CDIPT,,0.0,,
SSH3,,0.0,2.4625334436791184e-06,2.5853803847383284e-06
TRAM1,,1.6386664259121153e-05,2.1326327648135174e-05,0.0
EZH2,,7.615775217911007e-08,,
DCBLD2,,5.378762553089973e-06,2.0537455699305937e-05,
MYO10,,0.0,2.1290570305511984e-05,1.2744408336663251e-05
GNPDA1,,0.0,,
STT3A,,1.9338638659671764e-06,9.507335076362677e-06,0.00030251415973588634
SLMAP,,0.0,,
PTPRF,,0.0,0.0002093185100571227,3.200567058072583e-05
CMTM3,,1.126391402998551e-07,0.0,4.61331731106389e-06
MXRA7,,0.0,0.0,0.0
INPP1,,0.0,1.1971396455500747e-06,
PTK7,,0.0,0.0,
WWC1,,2.7752172018696053e-06,,4.61331731106389e-06
TFB2M,,1.3740607979657017e-06,,
TBC1D10B,,0.0,,0.0
FCHO2,,4.112922683768141e-06,0.0,
FBLN5,,5.667480818401083e-07,,0.0
FOXL2,,0.0,,0.0
TLN1,,5.24613411878152e-07,2.9014580324626397e-05,0.0001047337861990455
ORAOV1,,3.8528588437957645e-06,,0.00022255293243358872
PSD4,,0.0002503596961461788,0.0,0.0
RAB11FIP1,,6.89450011915127e-06,,6.708775751468926e-06
FDFT1,,2.0707663575713004e-06,3.709820034468418e-05,
TNPO1,,7.28492331013157e-06,0.0003091627141237272,
GOLGB1,,0.0,,0.0
PACSIN3,,0.0,,
HEATR5B,,7.092613575457422e-07,0.0,
ISOC1,,6.044309568847725e-08,,0.0
WIPI1,,0.0,,
SRGAP1,,1.4471636744018841e-06,,
IPO7,,1.0560204359011692e-06,,6.777017220307556e-06
UBE2C,,0.00010729474982795829,,0.0
PPP2R5D,,1.2999205730011763e-06,,
HN1L,,1.0639871520463642e-07,,
ATXN10,,1.397786917036598e-06,3.794925042225314e-06,
RFC3,,0.0,,0.0
TNS1,,2.746651888246322e-05,0.0,0.0004215793051490934
MFI2,,0.0,0.0,0.0
FURIN,,0.0,,0.0001723538457683862
CDK5,,5.26593095039887e-07,,
LGALS8,,0.0,,8.813513211017494e-07
POLR2L,,0.0,,
CLIC4,,0.0,,
TBXAS1,,2.0154877794181813e-06,,0.0
SLC6A6,,9.806557382425299e-06,3.892594623086347e-07,7.475280337000022e-06
TXNDC5,,1.1568030038803026e-06,0.0,
TNFRSF1A,,7.678526671484951e-07,0.0,
RNF168,,0.0,,
DISC1,,1.2521613867229164e-07,5.793350293815751e-07,
ATP2B1,,0.0,0.0,2.9102245880547856e-06
RASL11A,,1.675533576942575e-06,0.0,3.934251981314485e-06
ERCC4,,3.9569890391905025e-07,,2.4991014363237184e-05
CLDN23,,0.0,,
NLE1,,0.0,0.0,
CSTB,,1.4861330706529656e-06,,
ANKRA2,,0.0012963163763185519,,
MAF1,,3.225907687196929e-07,0.0,
AATF,,7.573624994785869e-07,9.743695817346109e-06,
PLXNA3,,0.0,,9.285644067428193e-06
ASB1,,4.2586364022051756e-07,1.530228866562163e-06,
CTSF,,1.9897776481537816e-05,0.0,
BCL10,,1.5442855549439268e-06,0.00010887956052830857,0.0
TIMM10,,0.0,,
MAL2,,1.938483899559085e-06,0.0,4.4027993360652236e-05
NGFRAP1,,2.3228769079912925e-07,,
GP1BB,,3.08606916698349e-06,6.565675302985944e-05,
SLC30A9,,2.609729460894697e-07,3.974763986108849e-06,0.0
BLOC1S1,,1.3304854712365652e-06,0.0,0.0
PABPC1,,4.606763762445096e-06,,
ARHGAP4,,8.935420601501062e-07,7.764409315804407e-06,
MPG,,1.3505095227920828e-05,,
ANXA5,,3.5288632903480157e-07,0.0,
SPR,,2.609729460894697e-07,,
GDPD5,,5.98690452394555e-06,,
NDUFC2,,0.00031291151154882584,1.3233222620497324e-05,0.0004003473783904646
UNG,,6.796812066005943e-06,,
PVR,,1.7035651217219044e-05,5.076644199725529e-05,2.498092489405391e-05
BRMS1,,2.609729460894697e-07,,0.0
SMG7,,2.140966769054076e-05,0.0,
FOXD4,,1.5802391499379445e-06,0.005172215596036982,0.0
GALNT14,,0.0,0.0,
ECH1,,6.685834527732445e-07,1.1971396455500747e-06,
LSM14A,,0.0,,
ATG4B,,0.0,,0.0
BOP1,,6.44274628107306e-05,8.414425048160498e-06,1.5491953027324068e-06
TMEM63A,,0.0,,
NAGLU,,1.6167284392371496e-06,,
CAT,,9.622899083287918e-05,8.93211003488994e-06,4.4027993360652236e-05
NONO,,3.1194598720001514e-05,9.553921520544026e-06,
ASCC3,,0.00849398560612817,,
NT5C2,,0.0,1.1971396455500747e-06,
EIF2A,,6.044309568847725e-08,1.001613130596597e-05,
ARPC5,,1.2349304271346348e-06,,
PYGO2,,1.6245454780932446e-06,2.9381957306298156e-06,0.0
ADSSL1,,1.0661981274756604e-06,,
TEAD1,,1.1605319920812279e-05,6.238434612928435e-06,
LMO7,,1.459623970444891e-05,1.089200922896961e-05,1.2625452464385109e-05
FZD3,,0.0,,5.818290198174952e-06
TYMS,,3.834302649976434e-06,,
TMEM88,,1.8391256964835922e-05,7.32571609396182e-06,
YIPF2,,1.311676907712286e-07,,
S100A4,,5.748134122813669e-06,,
PARD3,,5.274502590983622e-05,,
PHF14,,0.0,0.0,0.0
PROCR,,0.00010297861008258686,0.0,
PSME4,,0.0,,
OVOL2,,0.0,6.408743295087305e-05,
NSD1,,0.0,,
CCT3,,2.5410855521464675e-05,0.0,
ABHD11,,5.24613411878152e-07,1.350097516076814e-05,0.0003165351420600461
SPCS2,,0.0,,
ZSWIM5,,0.00010815172131906106,,
NGRN,,2.5869138022420125e-05,0.00132539686104072,
DSG2,,2.966993792984091e-07,,0.0
ARPC5L,,0.0,0.0,
MGST2,,5.7133670294709265e-06,,0.0
NPEPPS,,2.206198456586773e-05,0.0012481428372702315,0.0
SNX7,,0.0,,
HLF,,1.9350708114036084e-08,,1.0386404910793817e-06
NAGA,,1.4777712708887506e-07,,
ST6GALNAC2,,4.86876171665948e-07,1.5182669226083776e-07,
HBS1L,,2.121703609180719e-07,0.0006383490407985596,4.463701243766167e-06
FNDC3B,,0.0,0.0001452511638167177,2.88335145692462e-05
RBM15,,2.1501431489883338e-07,,4.821027567649949e-06
TAF1A,,5.683371345352704e-06,,
HYLS1,,0.0,,
EIF4G2,,0.0002703486424692805,0.0018652405067602748,
UAP1L1,,2.94987476052231e-06,,0.0001387974459692942
LRRC20,,5.239651669046765e-06,,6.33211661241315e-06
CCDC25,,6.962189001470741e-08,,
ADRA1B,,1.5051470629972126e-06,,
MDH1B,,1.264030671466004e-06,0.0005816302749161321,
TSNAX,,9.97832348014607e-06,2.2829511908834903e-06,
RPLP0,,5.455255679637775e-06,4.761699865794571e-06,
ARL6IP4,,0.0,0.0,0.0
APPL2,,6.583774735895533e-06,2.340635320958952e-05,0.0
GINS1,,2.367051250284632e-05,0.0,0.0
RBM4,,5.351992332254527e-05,8.66568842528702e-07,
YIPF5,,1.2076729006318254e-06,,
SULT1C2,,3.9569890391905025e-07,0.0,0.0035009206382735267
FOLR1,,0.0,2.536383698581976e-06,1.2556866766888085e-06
TMEM106C,,6.121009050367726e-07,,0.0
ZYX,,2.2448276138620927e-05,1.1655290274696016e-05,0.00017280950185047083
ELF3,,5.58752486834403e-05,0.00011762729477076095,5.216703264861898e-06
RPS9,,6.291894411851596e-05,2.1478467392832418e-05,
CTNNA1,,6.920029737439871e-06,5.7791013904708496e-05,
DYRK3,,9.709630919207252e-07,,
SPSB1,,2.5294614615485063e-06,9.711950766486685e-07,
MFNG,,8.334965317320145e-07,,0.0001747562120838624
TTK,,3.163480256952074e-06,0.00017362592638011883,
CSNK1A1,,0.0,,
ACAD9,,1.958581110895883e-07,2.419405442755485e-05,
GPR124,,5.171063384145353e-06,7.051839614267496e-06,1.2556866766888085e-06
TMTC2,,2.5751890986241777e-07,,
PIGO,,0.0,9.232959923878535e-07,
MAST2,,2.5062053120685072e-06,,1.5124028186474624e-06
SF3B5,,1.440781919671971e-06,,0.0
SEMA4B,,0.0,0.0,7.672443989498962e-05
NES,,1.1346257178569227e-05,0.0,0.012600655254844616
MOSPD3,,9.033359763363457e-07,,
PAFAH1B3,,1.3743855007604571e-05,,
VPS8,,1.828368854274037e-05,,
EDF1,,2.609729460894697e-07,,
MCL1,,2.457792977688975e-06,0.00032448684015206643,7.228686026665545e-07
RUVBL2,,1.4479821915820585e-05,4.761699865794571e-06,0.0
CUL4A,,0.0,,0.0
IRS1,,5.6516760170333804e-05,,6.163122752507035e-06
HOXB5,,2.3261970058558797e-06,,0.0
SH3BP4,,0.0,1.1971396455500747e-06,1.5047582459335877e-06
GSTP1,,6.289272692976354e-07,,0.0
STRN,,1.4457529351886531e-06,,
FECH,,3.013793327041305e-08,,
FADS1,,1.311676907712286e-07,1.8645102540500994e-05,
KIF11,,1.1972289328074376e-06,,
FMR1,,0.0,,
HADH,,0.0001011407989687642,,4.4027993360652236e-05
CTDSPL,,3.459362500428635e-06,2.0209096788435505e-06,
SPINT2,,5.649688891808796e-06,,0.0
HSPA8,,7.113702330652283e-05,0.0002706550653154336,
UBE2L3,,6.044309568847725e-08,,
NR1H3,,5.9142662629925906e-06,,7.228686026665545e-07
SPRYD4,,0.0,0.0,
UNC45A,,6.185119156059747e-06,,0.0
M6PR,,8.751729107634443e-05,0.00017001919188724843,
UBAP1,,2.214410696348415e-06,,
ASS1,,2.9274511511081932e-05,,4.4027993360652236e-05
CTHRC1,,0.0,,
MAPK8IP2,,4.023180688679798e-06,0.001488393994033767,0.000266078881654732
CSNK2A1,,4.2586364022051756e-07,1.0075772987292815e-06,
KLHL29,,1.0020602758569779e-05,,8.174934194821629e-05
COPS7B,,1.9288928256941064e-07,,
MFAP3,,1.3997193508249519e-06,0.0,
BUD31,,6.044309568847725e-08,,
RCBTB2,,5.9142662629925906e-06,1.5182669226083776e-07,
FEM1B,,9.086984765851503e-06,0.0,
PRKCSH,,1.0782076757428637e-06,,1.6830138278532067e-05
HR,,2.9606170146404464e-06,1.379021995037459e-06,4.887323337878255e-06
NUPL2,,1.3913423165565492e-05,1.193131776918899e-06,1.6137326816370314e-05
TMEM64,,2.0539758872688017e-06,0.0,0.0
CASK,,5.201619273435725e-06,,0.0
INTS7,,9.452280461086383e-08,,
ARID4B,,6.8827511337131925e-06,,0.0
ZSCAN22,,3.9569890391905025e-07,,1.7968053131926313e-05
MVD,,5.26593095039887e-07,,
AARS,,1.3209905126794543e-06,2.4636574138003087e-06,3.6349147623362667e-06
EMP3,,2.1776072392114387e-06,,4.9928301149370984e-06
ING3,,0.0,,6.383927822864012e-06
CREB3L4,,9.452280461086383e-08,,
DDAH2,,2.545404520214276e-06,0.0,
PDCD11,,0.0,,
NUAK1,,1.9425110728911056e-07,5.677156527232156e-06,8.798469015660974e-06
TBC1D13,,1.2116050596779417e-06,,0.0
NUBPL,,0.0,0.0,
BMP4,,1.9425110728911056e-07,,
NPC2,,1.1894765765608931e-05,,
ZMYND15,,2.9255475223866913e-06,,
PAPOLA,,0.0,,2.5853803847383284e-06
MYCBPAP,,0.0,1.4418145744473912e-05,
CHD1,,2.5743105983283006e-05,1.2968677055832648e-05,
SLC35B2,,0.0,,
FOSL1,,9.999113187839065e-05,1.726091184740149e-06,
RAN,,1.1171700342201904e-05,2.0539998932943255e-05,
PTTG1,,1.82070823793527e-06,,
DARS2,,0.0,6.588157352594647e-06,
POLR3K,,0.0,0.0,
RPS4X,,0.0,,
PAK1IP1,,1.7036608789446495e-05,6.525783016934545e-06,
LRRC58,,0.0,0.0,
